epoch,loss,val_loss
0,26.34325352674127,24.041702270507812
1,22.147843262678567,24.002172470092773
2,19.925286571317994,22.83785057067871
3,18.582399638462814,22.525190353393555
4,17.942771923429788,22.258874893188477
5,17.461556320764185,21.93760871887207
6,17.0709243705808,22.34885597229004
