epoch,loss,val_loss
0,7.4428646068573,5.998353958129883
1,5.0208854562759395,4.877555847167969
2,4.563159008407593,4.533418655395508
3,4.307557367897034,4.963171482086182
4,4.1697994394302365,4.6772308349609375
5,4.058375694084168,4.463679790496826
6,3.953315216064453,3.6534969806671143
7,3.8441434829711914,3.533747673034668
8,3.7518655696868897,3.5632619857788086
9,3.6841477766036985,3.590726852416992
